RA, , , ,RT, , , ,RC, , , ,SC, , , ,切换次数, , , ,R, , , ,violate
150.53702403581894,0.04703905121469303,150.18098405097294,151.12628845754125,25.108974125,0.010566994122827982,24.90704125,25.371778749999994,43.95556951388889,0.007455043772790559,43.798622916666666,44.111926249999996,4.400833333333334,0.08456180555555556,3.85,5.1,20.0,0.0,20.0,20.0,0.01700475601198976,6.398562941300596E-7,0.01528744187543293,0.01904676018923432,32.03333333333333,6.965555555555554,26.0,37.0,
