RA, , , ,RT, , , ,RC, , , ,SC, , , ,切换次数, , , ,R, , , ,violate
187.5439991627093,0.028238103428638073,187.34287423052936,187.80137569618756,24.709389199999997,0.00927458697535977,24.598495999999997,24.884793999999996,44.30239806666666,0.010110598030550654,44.10902199999999,44.38760866666666,6.066000000000001,0.11096400000000002,5.6,6.62,34.0,0.0,34.0,34.0,0.818250796230191,0.0010751924127788486,0.7537832749796648,0.8840721959910371,52.4,21.04,43.0,56.0,
