RA, , , ,RT, , , ,RC, , , ,SC, , , ,切换次数, , , ,R, , , ,violate
650.784392143805,0.7800278381260881,649.667842319151,651.9279615091482,38.553434497919994,0.048540753486223116,38.18221945539999,38.898060524999984,56.06979771614001,0.02094622853485289,55.83516484726667,56.32843248313335,12.450486600000001,0.6818546705336401,11.300381999999999,13.661261999999999,102.0,0.0,102.0,102.0,1.3236503243834048,0.0077495275494610955,1.1771598563602794,1.4674418550310557,251.6,22.240000000000002,242.0,256.0,
