RA, , , ,RT, , , ,RC, , , ,SC, , , ,切换次数, , , ,R, , , ,violate
407.24035848989223,2.478225493911105,404.85151308966107,410.10624451977014,30.210209523000003,0.14027367393081458,29.811291560000004,31.001552240000006,48.10297718866667,0.1007728554480893,47.72793214333332,48.77863934999999,7.3434,0.24013113599999994,6.6484000000000005,8.061,50.0,0.0,50.0,50.0,1.346122896660503,0.009822666533251994,1.1384316918048152,1.467707398567898,150.7,37.21,141.0,159.0,
