RA, , , ,RT, , , ,RC, , , ,SC, , , ,切换次数, , , ,R, , , ,violate
677.5042016228833,2.080388261378645,675.207999085962,679.8465435753537,42.22367973566999,0.058691763396974996,41.8085746461,42.776344967500016,55.13420743607999,0.03355206814863908,54.83503014566668,55.508831632599964,14.338933,0.28361741690820047,13.685572,15.268148000000002,102.0,0.0,102.0,102.0,1.3020197435694243,0.012366128242198352,1.157499640330668,1.5409258809778186,255.7,29.01,248.0,265.0,
