RA, , , ,RT, , , ,RC, , , ,SC, , , ,切换次数, , , ,R, , , ,violate
389.7391346271098,0.428073969556163,388.5580091004053,390.80103772604434,26.553669792000004,0.026492994324317638,26.297087640000004,26.800454940000005,48.72667828066666,0.061302719411435724,48.13762118333334,49.03663410666666,8.04866,0.09570533640000024,7.6826,8.759400000000001,68.0,0.0,68.0,68.0,0.8992626997372424,0.002847522105951983,0.8134175461086002,0.9793274230199316,151.6,22.240000000000002,142.0,156.0,
