RA, , , ,RT, , , ,RC, , , ,SC, , , ,切换次数, , , ,R, , , ,violate
193.59619836912202,0.5116632597206255,192.90383621135322,195.33974223334343,27.028182299999997,0.06569802150501083,26.832522999999988,27.642584000000003,43.35589220000001,0.012615372603159458,43.16694300000001,43.536134999999994,6.140000000000001,0.3833599999999999,4.9,7.12,25.0,0.0,25.0,25.0,0.85520524917239,0.0014134419678115226,0.7811653596287352,0.9144761567668784,50.7,37.21,41.0,59.0,
